Session,Date Entered,Who Entered,Date Checked,Who Checked,Lion Interest,Drop From Analysis,Notes,Complete?,Distances only
t15357,2/4/16,MRB,,,Very,FALSE,interest=very because the lions are actively feeding,TRUE,FALSE
t15382,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15398.4,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15465,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15467.1,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15488,12/9/16,SSM,,,Very,FALSE,hyenas whoop and brt at beginning. 6 subad males,TRUE,FALSE
t15491.1,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15668,1/28/16,CMF,,,Very,FALSE,"Two young male lions at a carcass. Hyenas seem very interested in the kill, and many are bloody. A lion chases TZ out of bushes, but it is not noted how this situation arises.",TRUE,FALSE
t15675,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15682,1/20/19,kdsl,,,,FALSE,lions are 20-150m from the hyenas but no specific distances for individual hyenas,TRUE,TRUE
t1569.3,11/7/18,KAK,,,Not at all,FALSE,Kill present but session focuses on hyenas interacting with an alien group of hyenas.,TRUE,FALSE
t15703,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t15756,1/20/19,kdsl,,,,FALSE,distances aren't given from lion.,TRUE,TRUE
t15766,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1578.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t15821,2/20/16,Sam,,,Somewhat,FALSE,Lions present and one interaction of the lion chasing kip,TRUE,FALSE
t15881,2/3/16,KAK,,,Somewhat,FALSE,Lion has carcass and chases tz (who is bloody and had possibly been the one to make the kill?) then leaves. No distances given.,TRUE,FALSE
t1589,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1598,12/14/16,LEM,,,Somewhat,FALSE,I put somewhat since there is some interaction between the hyenas and a large male lion. The lion shows up in the last minute of the session and chases the hyenas away. Other than that no interaction.,TRUE,FALSE
t1602.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1603.1,8/3/17,KAK,,,Very,FALSE,Conflict over buffalo carcass and lion eventually gives up (or rather disappears from the session notes.),TRUE,FALSE
t1605,4/23/17,Sam,,,Somewhat,FALSE,No mobs but the lions are fairly present,TRUE,FALSE
t1612,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1625,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1627,12/14/16,SSM,,,Very,FALSE,only head and some skin on carc. FAS MU and Q 6:35-7:10,TRUE,FALSE
t16309,2/2/16,LEM,,,Somewhat,FALSE,"Hyenas show some interest in lioness, lioness does not show interest, but feeds on the carcass and then leaves.",TRUE,FALSE
t1636.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1637.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1638,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t16391,10/13/16,LEM,,,Not at all,FALSE,There are distances to be pulled but not a lot of behaviors. The lions app the hyenas but don’t get a reaction other than st/lk. I ended session at 6:20 when the lions leave.,TRUE,FALSE
t16441,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1651.2,4/8/17,Sam,,,Somewhat,FALSE,"Sher in Fig Tree range- leaving a kill
very bloody and fat.
Only interaction is lion chasing her and then sher follows him for a bit.",TRUE,FALSE
t16522,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1654.8,12/21/18,ART,,,Over200m,TRUE,"one adult hyena is here but it is unID because no name attached, lion is 500m away, broadcast sute #1 was occuring",TRUE,FALSE
t1659,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t16676,2/5/16,MRB,,,Very,FALSE,interest= very because lions are actively feeding on carcass,TRUE,FALSE
t167,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1672,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t16794,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t16814,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t16815,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t16847,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1697,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17.1,12/19/18,KDSL,,,,FALSE,only dist entered,TRUE,TRUE
t1701.6,12/21/18,ART,,,Over200m,FALSE,distances are determined because lion is feeding on carcass and these two hyenas are far from it,TRUE,TRUE
t17071,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1712.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17151,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t17246,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1738,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1738.6,7/19/17,KAK,,,Very,FALSE,Altercation between hyenas and lionesses. Hyenas give up after being lunged at by the lioness.,TRUE,FALSE
t1738.7,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17418,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1748.3,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17492,1/29/16,CMF,,,Not at all,FALSE,"2 female lions and 1 male. Lioness runs off at 0703, and the male lion leaves the carcass. The lions don't seem interested at all, and just leave the carcass when mobbed.",TRUE,FALSE
t1754.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t17679,12/9/16,SSM,,,Very,FALSE,"1 male lion at beginning goes oos, then new lions at end. Male Lion starts by taking ad topi carc. Hyenas scatter",TRUE,FALSE
t17789,2/20/16,Sam,,,Very,FALSE,The lions are feeding in the beginning of the session and it involves some mobbings by the hyenas,TRUE,FALSE
t17926,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t17955,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t18010,2/3/16,KAK,,,Not at all,FALSE,Hyenas sacked out the entire time with no interactions all session.,TRUE,FALSE
t18128,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1818,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t18204,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1823,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1825,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t18344,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1837.2,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t18410,12/9/16,SSM,,,Somewhat,FALSE,"lions only mentioned once, no food present. Drop from analysis? New location at 7:03 so no more lions present?",TRUE,FALSE
t18412,12/21/18,ART,,,Very,FALSE,"Lions are feeding on carcass and hyenas are st/lk at lion and food, distances are those to carcass because they are noted, and lions are feedingt on carcass",TRUE,TRUE
t18473,1/20/19,kdsl,,,,FALSE,ERROR: seems like PUC and lion should be in their own session.,TRUE,TRUE
t1849,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t18492,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1850,1/25/19,kdsl,,,Over200m,FALSE,ERROR lions over 200m away,TRUE,TRUE
t18522,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t18574,12/21/18,ART,,,Very,FALSE,lions are feeding on carcass and hyenas are st/lk so any dist recorded are dist to carcass which lions are present,TRUE,TRUE
t1862,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1863.1,12/13/16,SSM,,,Very,FALSE,,TRUE,FALSE
t1864,10/14/16,LEM,,,Somewhat,FALSE,"FN and UA there at beginning of session, RRF is alone when lion enters the scene. There is some interaction between RRF and lioness, RRF is interested in her carcass, ends up eating an old carcass and then walks off at 7:33. That is where I end session.",TRUE,FALSE
t1868.2,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1870.02,8/3/17,KAK,15-Sep-17,KDSL,Not at all,FALSE,Lionesses sleeping.,TRUE,FALSE
t18707,2/2/16,LEM,,,Very,FALSE,Hyenas are very interested and mob lion. Lion also interested and rushes hyenas.,TRUE,FALSE
t18739,1/20/19,kdsl,,,,FALSE,ERROR: there are no lions inthis session.  Wtf.,TRUE,TRUE
t1876,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1878,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1903.8,1/25/19,kdsl,,,Over200m,FALSE,,TRUE,TRUE
t1906.3,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1910,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t19165,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t19178,2/7/16,MRB,,,Very,FALSE,interest= very the lions are actively feeding on the carcass and at one point the lion charges LIM,TRUE,FALSE
t19185,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1919.2,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t19244,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t1929.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t19317,1/26/16,CMF,,,Somewhat,FALSE,"One lion chases a hyena and then the session immediately ends.

Reviewed by Katie 11/29/2017",TRUE,FALSE
t1933,1/25/19,kdsl,,,,FALSE,lions only heard,TRUE,TRUE
t19357,3/16/16,Sam,,,Very,FALSE,"Hyenas chase a lioness off gnu carcass at 6:37, feed for a while. then lioness comes and takes over carcass again at 7:05 and hyenas mob and rush her back to the bushes at 7:06",TRUE,FALSE
t19366,2/4/16,KAK,,,Not at all,TRUE,"No interactions, lions only mentioned once and then disappear from session",TRUE,FALSE
t19570,2/3/16,LEM,,,Very,FALSE,There is initial interest in the lions shown by the hyenas followed by a period where neither are interested. Hyenas later loose carcass to lions and then mob lion and reclaim carcass.,TRUE,FALSE
t19572,3/26/17,Sam,,,Somewhat,FALSE,Only interaction is during 8:20 with lioness chasing SRL nad then hyenas mob lion. Lion is not present in the session after that.,TRUE,FALSE
t1958,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1959,4/23/17,Sam,,,Somewhat,TRUE,Lion chases quai and then walks off within the same minute - no more interactions besides that,TRUE,FALSE
t1960.4,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t19682,2/8/16,MRB,,,Somewhat,FALSE,interest= somewhat because there is a bit of a showdown with roars and snarls and hyenas backing away but the lions aren't trying to approach a resource,TRUE,FALSE
t1971,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t1979,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t19859,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t19926,4/7/16,CMF,,,Not at all,FALSE,Hyenas seem more interested in the lion than the lion is in the hyenas. No major interactions take place in this session.,TRUE,FALSE
t19957,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t2011,1/25/19,kdsl,,,,FALSE,only heard roars,TRUE,TRUE
t2022,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2044,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2047,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2058,12/14/16,LEM,,,Not at all,FALSE,"I end session at 7:15 when the last lion leaves. There is minimal interaction, interest lies in the carcass though it is mostly bones",TRUE,FALSE
t206,1/25/19,kdsl,,,Over200m,FALSE,ERROR: lions over 200m away,TRUE,TRUE
t20602,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t20815,4/25/17,Sam,,,Very,TRUE,"The only two hyenas identified are only ID'ed after all interactions with the lions and I believe is at a different scene. 
I'm not sure how helpful this session would be as it does not list any specific hyenas in the interactions.",TRUE,FALSE
t2085,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2086,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t209.1,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t20952,4/22/17,Sam,,,Not at all,FALSE,Only interaction with the lion is the lion chasing Bail and Sy,TRUE,FALSE
t2096.7,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t21041,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21104,2/20/16,Sam,,,Somewhat,TRUE,"The Lioness is just mentioned as here and then in a notes says ""Lioness enters scene and disrupts it repeatedly"" and that is the last mentioned of the lion. There are no interactions between the lion and the hyenas with specific behaviors recorded",TRUE,FALSE
t21136,2/9/16,KAK,,,Very,FALSE,Multiple hyena mobs and competition over gnu carcass.,TRUE,FALSE
t2123.7,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2129.3,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t21311,2/3/16,LEM,,,Somewhat,FALSE,Hyenas are aware and interested in the lions at the beginning of the session. Lions are also interested. I ended the session at the 7:33 scan since the lions are last mentioned at 7:09 and not mentioned again .,TRUE,FALSE
t21313,1/20/19,kdsl,,,,FALSE,hyena dead.,TRUE,TRUE
t2132,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2133.7,12/21/18,ART,,,Not at all,FALSE,zebra kill with several lions present in session,TRUE,TRUE
t2135,9/14/18,KAK,,,Not at all,TRUE,About an hour of data missing and not actual interaction between anyone.,TRUE,FALSE
t21378,12/8/16,SSM,,,Very,FALSE,den session. Lion start 100m from den then wlk twd,TRUE,FALSE
t21379,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21390,2/9/16,MRB,,,Very,FALSE,interest= very because the lions charged the hyenas a couple times,TRUE,FALSE
t21394,2/9/16,CMF,,,Very,FALSE,"Lion charges at carcass causing all the hyenas to scatter. It is not clear when this lion first arrived, however it can be assumed that the lion is present through most of the session due to all the alarm rumbles and the behavior of the hyenas. Visibility was bad, so this is very possible.",TRUE,FALSE
t21409,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21410,1/20/19,kdsl,,,,FALSE,not our hyenas,TRUE,TRUE
t21418,9/23/16,KAK,,,Not at all,FALSE,"Lions eat the gnu carcass and eventually leave without any advances by the hyenas, Hyenas mostly fight with each other over scraps.",TRUE,FALSE
t21437,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21458,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21522,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t2155,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2160.4,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t21654,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t2169,12/13/16,SSM,,,Not at all,FALSE,lions hunting tommies. FAS quai. Lion arr hyenas lope away,TRUE,FALSE
t21742,2/20/16,Sam,,,Not at all,TRUE,The only interaction between is the hyena st/lk when she almost runs over a lion.,TRUE,FALSE
t21764,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t2182,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2183,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t2183.6,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t21844,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t21906,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t2194,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t22025,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t22087,2/10/16,KAK,,,Very,FALSE,Lions in close range and hyenas mobbing.,TRUE,FALSE
t221.3,10/14/16,LEM,,,Not at all,TRUE,No direct interaction between csl and lions. Csl follows but is never closer than 100m. Lions pay no attention to csl,TRUE,FALSE
t22162.1,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t22191,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t22209,2/4/16,LEM,,,Somewhat,FALSE,hyenas are very interested in lion and antagonize it but the lion does not respond.,TRUE,FALSE
t22278,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t22367,2/10/16,MRB,,,Very,FALSE,interest= very lions are actively feeding on buffalo carcass,TRUE,FALSE
t22529,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t22543,4/7/16,CMF,,,Somewhat,FALSE,"DD appears to have been attacked by the lions in this session. Has swollen and bloody right knee and can't put weight on it. Claw mark on inside of right shoulder. Lions don't seem completely interested in the gnu carcass once they move off of it, however the apparent attack on DD suggest earlier interaction.",TRUE,FALSE
t22551,2/20/16,Sam,,,Somewhat,FALSE,The lion's presence is short in this session and only includes the hyenas brt st/lk at the lions with no interactions between the two. And the lkions are never mentioned after 18:34 but doesn’t ever say they leave.,TRUE,FALSE
t22876,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23112,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23142,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23212,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23314,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23357,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t23381,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t236,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t23688,5/30/18,KAK,,,Very,FALSE,Session is split up in notebook. Lions are not mentioned in scan at  6:39. First Lions and hyenas both present at an adult gnu carcass. Hyenas seem to have control over carcass and the lions mysteriously leave part of the way through the session.,TRUE,FALSE
t24594,2/10/16,KAK,,,Very,FALSE,Direct competition over gnu carcass.,TRUE,FALSE
t25402,2/4/16,LEM,,,Somewhat,FALSE,No food involved. Lion chases csn but nothing more happens before csn leaves to the east.,TRUE,FALSE
t25814,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t25815,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t26390,1/20/19,kdsl,,,,FALSE,"ERROR: lions are only heard roaring, never seen",TRUE,TRUE
t26440,1/20/19,kdsl,,,,FALSE,ERROR: lions are only roar in distance,TRUE,TRUE
t26717,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t269,4/14/17,KAK,,,Not at all,FALSE,"**Used typed notes.
Lions only present for las 15min. Hyenas gathered around lions but it doesn’t appear to be a mob.",TRUE,FALSE
t27017,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t27189,2/11/16,MRB,,,Not at all,TRUE,interest= not at all because the lion goes oos without ever interacting with the hyenas. I'd probably drop this from analysis since there isn't really any data in the 10 min he's present,TRUE,FALSE
t27233,2/4/16,CMF,,,Very,FALSE,A male lion very clearly steals the tommie carcass from AM86 in this session. Assumed lions were present starting at 0751,TRUE,FALSE
t27237,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t27256,1/20/19,kdsl,,,,FALSE,ERROR: lions 250 m from Mali,TRUE,TRUE
t27353,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t27425,2/19/16,Sam,,,Very,FALSE,"Lions and Hyenas on gnu kill, There are many interactions between the lions and hyenas including, approaches, and mobs.",TRUE,FALSE
t27743,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t27770,1/20/19,kdsl,,,,FALSE,hyenas are 30 to 100m from the lions but no distances for individuals.,TRUE,TRUE
t27824,2/10/16,KAK,,,Somewhat,FALSE,Lions all sacked out at the beginning and then are followed by the hyenas when they walk oos.,TRUE,FALSE
t27847,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t27947,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t28037,2/4/16,LEM,,,Very,FALSE,"Clan war session. Both lions and hyenas are very interested in each other and the gnu carcass. Hard to tell with this session, but there may be times when both clans of hyenas go against the lion.",TRUE,FALSE
t28126,12/8/16,SSM,,,Very,FALSE,young gnu kill. Lions fd.,TRUE,FALSE
t28215,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t28354,12/8/16,SSM,,,Very,FALSE,incomplete Cis carc and lionesses in bushes. Hyenas lv at 7:07,TRUE,FALSE
t28506,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t28662,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t28843,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t28870,2/12/16,MRB,,,Very,FALSE,"interest= very because the lion is being a jerk and making who and hem very nervous about their babies safety, lioness gets very close to the den",TRUE,FALSE
t290.5,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t29087,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29174,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29177,2/12/16,CMF,,,Very,FALSE,"Lions seem more interested in the carcass that they are feedin on than the presence of hyenas, however ATH is stalked at one point during the session.",TRUE,FALSE
t29615,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29720,10/14/16,LEM,,,Very,FALSE,"I listed as very because there is high interest from at least one hyena and lion, but session is very short and abruptly ends at 6:55.",TRUE,FALSE
t29724,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29853,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29863,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t29936,5/2/17,Sam,,,Somewhat,FALSE,,TRUE,FALSE
t29940,2/19/16,Sam,,,Very,FALSE,"At a fresh gnu kill, with both lions and hyenas feeding. The lion are on the kill, Session involves lion chasing the hyenas and distances.",TRUE,FALSE
t3001,2/26/16,Sam,,,Somewhat,FALSE,"No mobs, but do interact with food and lions lunging at hyenas",TRUE,FALSE
t3002,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3005,7/19/17,KAK,,,Very,FALSE,Hyenas approach lions and work up to a mob but then both sides seem to mutually quit at the same time.,TRUE,FALSE
t3006,7/19/17,KAK,,,Very,TRUE,Only 2mins with lions present in which they enter and steal the carcass and then 7 combies come by. Next enterance is over 20min later and different hyenas and no lions are present for the remainder of the session.,TRUE,FALSE
t3025,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t30255,10/14/16,LEM,,,Somewhat,FALSE,"Lions are more concerned with carcass. There is some interaction when they first arrive and steal carcass from hyenas. Hyenas focused on clan war until 19:17. Hyena interst is high from then on and they are relatively close to the lions. All disperse when big male lion enters and is chased off by other lions. No scans except for the initial scan and final scan, and very little mention of indevidual hyenas, mostly ""talek"" or ""fig T"" hyenas.",TRUE,FALSE
t3040,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t30458,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30553.100,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30553.161,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30553.49,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30553.5,4/7/17,KAK,,,Not at all,FALSE,Lions don't get close but it is a fresh lion kill. Hyenas get some of the food. Lions in distance for entire session.,TRUE,FALSE
t30553.73,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30637,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3064,7/19/17,KAK,,,Very,FALSE,Session ends at 7:15 - the location changes and subset sessions are created with different hyenas. No kill present but a lion attepts to attack an injured hyena without avail.,TRUE,FALSE
t3068.11,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t30804,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30995,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t30996,,,,,,FALSE,session no longer exists due to fixing errors,FALSE,FALSE
t31033,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31094,6/7/18,SAM,,,Very,FALSE,Session begins with lions and hyenas tug-o-war with lions ober topi kill. Multiple mobs and stealing food.,TRUE,FALSE
t31148,2/11/16,KAK,,,Very,FALSE,No carcass present but constant interactions between lion and hyenas.,TRUE,FALSE
t31229,1/11/17,"SSM
SSM",,,Very,FALSE,obs observing 2 scenes. Orignial group has no lions present for most of the session. Second group has lions present. 150m apart,TRUE,FALSE
t31375,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31393,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31464,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31472,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31473,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3148,7/19/17,KAK,,,Somewhat,FALSE,Hyenas form circle/mob around lions until combies come and interfere. Wildebeast kill present but combies scatter hyenas again and the lions carry off the kill with little competition.,TRUE,FALSE
t31531,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3156,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t31592,2/9/16,LEM,,,Very,FALSE,Both lions and hyenas directly agress towards each other. Hyenas mob lion and lion rushed hyenas.,TRUE,FALSE
t31600,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31660,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31778,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t31786,2/15/16,MRB,,,Somewhat,FALSE,"interest= somewhat because neither the lion or the lioness are actively feeding on the topi skull during the session ( the male is obese so he probably was before). The lion presence is possibly making the hyenas nervous, some are running in circles?",TRUE,FALSE
t31836,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3185,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3192,12/13/16,SSM,,,Very,FALSE,FAS SF 0633-0645. FAS FN 0706-0709. FAS MUTT 0718-0727. lions lv at 6:36. lot of unknown IDs. Not sure about UA times,TRUE,FALSE
t31969,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t32018,10/14/16,LEM,,,Very,FALSE,"Lions and hyenas very interested in each other and the subadult topi carcass. I end session at 6:38, car moves off and lioness is not mentioned since stealing food from mali at 6:35",TRUE,FALSE
t3210,1/25/19,kdsl,,,,FALSE,lion only heard,TRUE,TRUE
t32167,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t32210,1/13/17,Sam,,,Somewhat,FALSE,"2 Male lions, and 5 females feeding on zebra at start and then just one male lion feeding remains
Looks like Lions killed the zebra and hyenas are getting the scraps",TRUE,FALSE
t32600,1/20/19,kdsl,,,,TRUE,dead hyena,TRUE,TRUE
t3264,1/25/19,kdsl,,,,FALSE,lions only heard,TRUE,TRUE
t3290,1/25/19,kdsl,,,,FALSE,ERROR: Should this seession be number 3289.1?,TRUE,TRUE
t3336,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3337,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3347,12/21/18,ART,,,Very,FALSE,"put very because quail is harassing lions, that is also why I am putting 2m for distance",TRUE,TRUE
t3357,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3367,1/25/19,kdsl,,,,FALSE,lions heard not seen,TRUE,TRUE
t3370,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3374.5,5/2/17,Sam,,,Somewhat,FALSE,no BB,TRUE,FALSE
t339,1/25/19,kdsl,,,Over200m,FALSE,"ERROR: lions are only heard, never seen.  Roaring in distance",TRUE,TRUE
t339.1,2/23/16,CMF,,,Somewhat,FALSE,"Hyenas approaching lion and his kill. Lion doesn't actively approach hyenas, but is consistently keeping the hyenas stressed as they mill around.",TRUE,FALSE
t34708,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3488,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3489,1/25/19,kdsl,,,,FALSE,,TRUE,TRUE
t3512,12/21/18,ART,,,Very,FALSE,"WHO app lions at 4m I am putting it as dist, 20 hyenas are in this session surrounding 3 young male lions who are feeding on a kill that is noted that hyenas made",TRUE,TRUE
t35226,1/20/19,kdsl,,,,FALSE,,TRUE,TRUE
t3561.6,12/21/18,ART,,,Not at all,FALSE,"zip is so near 3 young lions, putting 10m because no interaction is occuring and I am not sure the exact distance, this session should be checked",TRUE,TRUE
t3563,1/25/19,kdsl,,,,TRUE,,FALSE,FALSE
t35671,1/21/19,kdsl,,,,FALSE,,TRUE,TRUE
