id,session,time,num_hyenas,num_female_ad_lions,num_male_ad_lions,num_other_lions,num_unknown_lions,distance,mobbing,description,notes,hyena_list,Incomplete_CIs
1384,t24594,6:48,2,1,,,,,FALSE,lion chases after hyenas a few meters,"2nd. This line is directly below the 1st event line (""[lion] runs up behind [hyenas], they abandon carcass"")",",oke,wr,",n
1385,t24594,6:53,2,,,2,,,FALSE,"hyenas wlk - N, 2 lion cubs play with carcass for a few minutes, then abandon",don't know if all of the lions abandoned the carcass; I think they are still in the area of the carcass as the hyenas lv,",oke,wr,",n
1386,t25402,7:46,1,,0,,2,30,FALSE,2 female lions 30m - CSN,1st,",csn,",n
1387,t25402,7:46,1,,0,,1,,FALSE,"hyena takes few steps twd lions, 1 lion chases CSN 75m","2nd. CSN prob still ~30m - lions, b/c this is the line right below ""2 female lions 30m - CSN""",",csn,",n
1388,t25402,7:49,1,,,,,,FALSE,hyena lv wlk - E,This is the next thing recorded after the 0746 events. Doesn't say where lions went/what they did after 1 chased CSN. Obs lv,",csn,",n
1389,t36973,18:58,0,0,0,0,1,,FALSE,male lion so,1st,,n
1390,t36973,,,,,,,,FALSE,,,,
1391,t36973,,,,,,,,FALSE,,,,
1392,t36973,19:04,6,0,0,0,1,,TRUE,hyenas brt wlk twd lion,,",mali,ldv,mig,ath,kdy,bacc,",n
1393,t36973,19:05,6,0,0,0,1,,FALSE,"lion gets up and run twd hyenas, lope away",,",mali,ldv,mig,ath,kdy,bacc,",n
1394,t36973,19:06,0,0,0,0,1,,FALSE,lion st/lk scent mark and rake ground,hyenas wan 150m away,,n
1395,t36973,19:08,0,0,0,0,1,,FALSE,lion so roaring,hyenas st/lk about 200m away,,n
1396,t37110,6:05,,,1,0,0,,FALSE,male lion fd,1st,,n
1397,t37110,6:05,,3,,0,0,50,FALSE,female lions so,2nd,,n
1398,t37110,6:05,,2,,0,0,100,FALSE,female lions so,3rd,,n
1399,t37110,6:24,,1,1,0,0,,FALSE,"male lion lv carcass, female fd",,,n
1400,t37110,6:25,2,1,,0,0,,FALSE,"female lion t2 chase hyenas, run away",1st. Context food,",am182,am183,",n
1401,t37110,6:25,,1,,0,0,,FALSE,female restart fd,2nd,,n
1402,t37110,6:25,1,,,0,0,40,FALSE,hyena fd on bone scrap,3rd,",jut,",n
1403,t37197,6:53,1,0,0,0,0,,FALSE,hyena full speed chase hunt adult male tommi,1st,",vgs,",n
1404,t37197,6:53,1,0,0,0,0,,FALSE,hyena seen hunting with vgs,2nd,",foz,vgs,",n
1405,t37197,6:55,2,0,0,0,0,,FALSE,hyenas make kill adult male tommi,"vgs,foz,ldv,.mig brt fd",",foz,vgs,",n
1406,t37197,6:58,,1,0,0,0,,FALSE,female lion arr,1st,,n
1407,t37197,6:58,4,,0,0,0,,FALSE,hyenas run away,,",vgs,foz,ldv,mig,",n
1408,t37197,6:59,,1,0,0,0,,FALSE,female lion fd,"1st. Upper half of carcass all that remains, fully intact",,n
1409,t37197,7:04,,,2,0,0,,FALSE,2 adult male lions arr,no more interactions,,n
1410,t58014,18:10,1,2,0,2,0,10,FALSE,hyena app lions,1st,",bail,",N
1411,t58014,18:10,1,0,0,0,0,,FALSE,hyena snf bo,2nd,",bail,",N
1412,t58014,18:12,1,2,0,2,0,,FALSE,hyena snf app lions,1st,",bail,",N
1413,t58014,18:12,1,0,0,0,0,,FALSE,hyena bo,2nd,",bail,",N
1414,t58014,18:14,1,2,0,2,0,10,FALSE,hyena app lions,1st,",bail,",N
1415,t58014,18:14,1,0,0,0,0,,FALSE,hyena picks up scrap bo,2nd: begins feeding 15m from lions,",bail,",N
1416,t58014,18:18,1,2,0,2,0,,FALSE,hyena steals scrap - lions,begins to feed 15m from lions,",bail,",N
1417,t58014,18:19,1,2,0,2,0,,FALSE,hyena app lions,1st,",bail,",N
1418,t58014,18:19,1,0,0,0,0,,FALSE,hyena steals scrap bo,2nd: feeds 15m from lions,",bail,",N
1419,t58014,18:20,1,1,0,0,0,10,FALSE,hyena wan - lioness,,",bail,",N
1420,t58038,6:30,0,0,0,1,0,,FALSE,lion lope arr - SE,1st,,N
1421,t58038,6:30,,0,0,1,0,,FALSE,"lion rush hyenas, gig squeal scatter",2nd,,N
1422,t58038,6:30,1,0,0,1,0,,FALSE,"lion t2 chase hyena, runs abandon scrap",3rd,",mrph,",N
1423,t58038,6:30,4,0,0,1,0,2,TRUE,hyenas whoop app - lion,4th,",art,mp,luo,slm,",N
1424,t58038,6:31,4,0,0,1,0,1,TRUE,"hyenas app lion, t2 lunge at hyenas",1st,",adon,pan,mp,yog,",N
1425,t58038,6:31,4,0,0,1,0,,FALSE,hyenas squeal gig bo whoop,2nd,",adon,pan,mp,yog,",N
1426,t58038,6:31,0,0,0,1,0,,FALSE,lion lope arr - SE,3rd,,N
1427,t58038,6:33,2,0,0,1,0,,FALSE,"lion t2 chase hyenas, carry scrap squeal run",,",sbl,wlg,",N
1428,t58038,6:34,1,0,0,1,0,,FALSE,"lion t2 chase hyena, gig squeal bo",1st,",ksi,",N
1429,t58038,6:34,1,0,0,1,0,,FALSE,hyena attempt steal scrap from lion,2nd,",luo,",N
1430,t58038,6:34,1,0,0,1,0,,FALSE,"lion t2 chase hyena, eb bo squeal",3rd,",luo,",N
1432,t58038,6:35,0,0,0,1,0,,FALSE,lioness wlk arr - SE,1st,,N
1433,t58038,6:35,0,0,0,2,0,,FALSE,lions lope arr - SE,2nd,,N
1435,t58038,6:36,2,0,1,0,0,9,FALSE,hyenas st/lk - lion,1st,",mp,yog,",N
1436,t58038,6:44,4,1,0,0,0,,FALSE,"lioness rush hyenas, bo",,",luo,alum,ksi,sbl,",N
1437,t58038,7:58,7,1,0,0,0,1,TRUE,"hyenas rush lioness, abandons scrap",alum gets scrap,",pnc,ldv,alum,adon,foz,mln,sbl,",Y
1438,t58193,17:29,8,1,0,0,0,1,FALSE,hyenas feed near lioness,,",mrph,kik,guci,hex,sbl,baez,adon,mp,",Y
1439,t58193,17:56,1,1,0,0,0,,FALSE,"hyena app lioness, ignore",1st,",guci,",Y
1440,t58193,17:56,1,1,0,0,0,,FALSE,hyena squeals bo,2nd,",guci,",Y
1441,t58193,18:00,,1,0,0,0,,FALSE,"lioness t2 then t3 hyenas feeding, bo",2nd,,Y
1442,t58193,18:00,,1,0,0,0,,TRUE,"hyenas rush t2 chase lioness, growl bo",3rd,,Y
1443,t58193,18:00,0,1,0,0,0,,FALSE,lioness abandons carcass,4th,,Y
1447,t59051,6:15,,0,0,0,0,,FALSE,hyenas whooping and lowing,1st: additional hyenas can be heard from the N,,Y
1448,t59051,6:15,,0,1,0,0,,FALSE,lion rushes hyenas a few times,2nd,,Y
1449,t59051,6:26,1,0,1,0,0,,FALSE,hyena whoops and gets close to lion,,",baez,",N
1450,t37390,7:41,,0,0,1,0,175,FALSE,subadult male lion seen he is bloody,,,n
1451,t37841,8:11,1,0,0,0,1,5,FALSE,hyena wan close to lioness,1st,",mig,",n
1452,t37841,8:11,0,0,0,0,1,,FALSE,lioness fd,2nd,,n
1453,t37841,8:11,2,0,0,0,1,1,TRUE,hyenas rush female lion,3rd,",ldv,osl,",n
1454,t37841,8:11,1,0,0,0,0,75,FALSE,hyena fd on something unknown,4th,",gif,",n
1455,t37841,8:13,1,0,0,0,1,,FALSE,hyena steals fd (carcass) runs away from lion,,",mig,",n
1456,t37841,8:16,0,0,0,0,1,100,FALSE,lion lv S,,,n
1457,t60232,9:37,0,0,1,0,0,,FALSE,lion wlk arr - W,1st,,N
1458,t60232,9:37,1,0,1,0,0,,FALSE,lion attacks hyena,2nd: FT female hyena,,N
1459,t60232,9:38,0,2,0,0,0,,FALSE,lionesses wlk arr - W,,,N
1460,t60232,9:51,0,2,1,0,0,,FALSE,lions lv wlk - S,,,N
1461,t38121,19:12,1,5,0,0,0,,FALSE,hyena fd with lions,1st,",mrph,",n
1462,t38121,19:12,,5,,0,0,,FALSE,lions growl hyenas bo,2nd.,,n
1463,t38121,19:12,2,,0,0,0,,FALSE,hyenas fd on kill,3rd,",art,mali,",n
1464,t38121,19:15,1,,1,0,0,,FALSE,male lion  rushes and grabs and claws hyena,1st,",csn,",n
1465,t38121,19:15,,,,0,0,,FALSE,all hyeans run oos,2nd. Don’t know who,,n
1466,t38121,19:16,,3,1,0,0,,FALSE,"one lioness fds 2 lionesses dnf kill, male lion chases hyenas",don’t know who,,n
1467,t38121,19:27,1,,1,0,0,,FALSE,male lion chases a hyena,don’t know who. 4 lionesses fd,,n
1468,t60953,7:06,0,0,3,0,0,60,FALSE,lions first seen so near den,,,Y
1469,t60953,7:08,7,0,1,0,0,,FALSE,lion lope twd group of hyenas,1st,",med,lln,cmta,cd,et,bbc,arw,",Y
1470,t60953,7:08,7,0,1,0,0,,TRUE,hyenas brt whoop mob lion,2nd,",med,lln,cmta,cd,et,bbc,arw,",Y
1471,t60953,7:09,7,0,1,0,0,50,FALSE,hyenas bo - lion,,",med,lln,cmta,cd,et,bbc,arw,",Y
1472,t60953,7:19,0,0,3,0,0,,FALSE,lions lv wlk - W,1st,,Y
1473,t60953,7:19,7,0,3,0,0,80,FALSE,hyenas brt flw - lions,2nd,",med,lln,cmta,cd,et,bbc,arw,",Y
1474,t60953,7:36,6,0,3,0,0,,TRUE,hyenas brt lope mob lions,et lope flw 20m behind this group,",med,cd,lln,cmta,bbc,arw,",Y
1476,t38590,8:10,,1,0,0,0,,FALSE,lioness fds on ribs spine/vertebrae,1st,,n
1477,t38590,8:10,1,,0,0,0,,FALSE,hyena fds on scrap,2nd,",back,",n
1478,t38590,8:10,1,,0,0,0,10,FALSE,hyena so by lion,3rd. Fat and bloody,",mojo,",n
1479,t38590,8:14,2,1,0,0,0,,FALSE,lioness chases hyenas,,",mojo,am189,",n
1480,t38590,8:15,,1,0,0,0,,FALSE,lioness lv,"am189,mojo fd",,n
1481,t61877,6:43,0,0,0,4,1,,FALSE,Male lion and 4 cubs are eating a giraffe.,2/2 for 6:43,,y
1482,t38604,6:38,,1,0,0,0,,FALSE,lioness lope arr,1st,,n
1483,t38604,6:38,2,,0,0,0,,FALSE,hyenas run,2nd,",ade,foz,",n
1484,t38604,6:40,,1,0,0,0,,FALSE,lioness wlks away,,,n
1485,t38604,7:09,,,,,,,FALSE,can hear lions roaring moderate,,,n
1486,t61877,6:43,0,0,0,4,1,,FALSE,Male lion and 4 cubs first mentioned,1/2 for 6:43,,y
1487,t39072,9:22,1,1,0,0,0,10,FALSE,"hyena so by lioness, ignores hyena",,",dub,",n
1488,t61950,7:43,0,1,0,0,0,,FALSE,One lioness is first seen,First lion sighting of the session; 1/2 for 7:43,,y
1489,t61950,7:43,,1,0,0,0,1,TRUE,All of these hyenas are brt whooping and going after the lioness. She is growling and swatting the hyenas as they go after her from one side and then the other.,,,y
1490,t61950,8:00,4,1,0,0,0,,FALSE,4 hyenas flw lion,1/2 for 8:00,",hex,jic,tab,rav,",y
1491,t61950,8:00,,0,0,7,0,,TRUE,Large group of hyenas is running towards a group of lions; all are running and alarm rumbling,2/2 for 8:00.,,y
1492,t61950,8:01,0,0,0,7,0,,FALSE,7 subadult lions first seen,,,y
1493,t62088,6:24,1,1,0,0,0,,FALSE,"Lioness run app to the box, chasing FFL away, and messes with the box.",1/2 for 6:24,",ffl,",y
1494,t62088,6:24,0,1,0,0,0,,FALSE,Lioness is now 40m - box.,2/2 for 6:24,,y
1495,t21437,6:37,2,3,,,,,FALSE,lions emerge - SRL (300m dwnstrm - hyenas),,",exc,mer,",n
1496,t62229,6:36,0,1,0,0,0,,FALSE,Lioness first seen,Lioness is so.,,y
1497,t62232,6:53,1,0,0,0,0,,FALSE,RAV fd bone scrap,unk if/when/how he stole it from the lions,",rav,",y
1498,t62244,6:30,0,3,1,5,0,,FALSE,Lions all are first seen; all but one cub is fd carc,,,y
1499,t62255,19:00,,1,0,0,0,,TRUE,The hyenas moved the lioness off the carcass around 1900 and then fed on it.,Time is approximate.,,y
1500,t62375,18:50,0,0,1,0,0,,FALSE,Adult male lion wlk arr,Hyenas seem unaware of the lion and keep chasing each other.,,y
1501,t62375,18:52,0,0,1,0,0,,FALSE,Male lion scent-marks between the two groups of hyenas,"10 Fig Tree hyenas present, 7 Talek West heynas present",,y
1502,t62413,6:16,0,3,1,7,0,,FALSE,"Lions first seen, feeding on small carcass",,,y
1503,t62413,6:27,3,0,0,2,0,30,FALSE,2 subadult male lions app NAV ROOS JEFF,1/3 for 6:27,",nav,roos,jeff,",n
1504,t62413,6:27,3,0,0,2,0,30,FALSE,"In response to 2 subadult male lions' approach, the hyenas jump up and run away. NAV gets up more slowly and walks in the direction of theden. She is limping.",2/3 for 6:27,",nav,roos,jeff,",n
1505,t62413,6:27,0,,,,,,FALSE,1 lion scent marks,3/3 for 6:27,,y
1506,t3586,7:18,6,0,,,1,200,FALSE,hyenas stand and stare [as] male lion app from S,JAB and WHO were just feeding on the tommie skin,",bsh,who,jab,dj,en,lg,",n
1507,t3586,7:21,6,0,,,1,,FALSE,male lion chases hyenas,1st,",bsh,who,jab,dj,en,lg,",n
1508,t3586,7:21,2,0,,,1,,FALSE,hyenas bristle and growl,"2nd. This happens after the hyenas have run from the lion (the hyenas are soon following the lion, see other 0721 events, so he must have turned away by now). BSH nearest to lion",",bsh,en,",n
1509,t3586,7:21,5,0,,,1,,FALSE,"DJ joins BSH not bristling[.] LG follows, WHO bristles[,] EN bristles","3rd. The steps of the mob forming are nicely spelled out here. EN already bristled in the second event, but it is written here again that he bristles",",dj,lg,bsh,en,who,",n
1510,t3586,7:21,5,0,,,1,,TRUE,all bristle and follow lion,4th. JAB at back (not participating),",dj,lg,bsh,en,who,",n
1511,t3586,7:23,3,0,,,1,3,TRUE,"BSH WHO DJ right behind lion bristling & moan[,] EN 5m back, LG 10m back. JAB at back","No rxn recorded for lion. He may be feeding (???), but doesn't specifically say he stole the skin. No more mention of skin, which is why I don't know who ended with food. In next recorded min (0726), hys are standing 20-40m - lion",",dj,bsh,who,",n
1512,t3586,7:27,6,0,,,1,20,FALSE,"1 hyena lv, others relaxed & wlk off. Lion sits down[, then] so by log at base of Jackal Hill","Time end of 0726-0727. LG is the hy who leaves. BSH is closest to the lion at 20m, EN 2m N-BSH, DJ & WHO 30m - E (of BSH???), JAB 35m - lion. Doesn't seem like lion has food. Maybe the hyenas finished it???",",lg,bsh,en,dj,who,jab,",n
1513,t3586,7:37,2,0,,,1,,TRUE,"BSH & DJ run at lion bristling, EN WHO JAB behind not bristling","1st. The obs have followed the hyenas to 1/2 way b/w Camp X and Jackal Hill. The lion just walked past their car, so he must now be walking in the same direction as and behind the hyenas. BSH tail right up over back",",bsh,dj,",n
1514,t3586,7:37,3,0,,,1,,TRUE,"hyenas all parallel, appr lion bristling",2nd,",bsh,dj,ot,",n
1515,t3586,7:37,3,0,,,1,3,FALSE,"lion chases 3 females and growls, 3 females yikker and circle","3rd. Not sure what a ""yikker"" is, but it is used in other notes, and this is for sure the word. I assume it refers to a giggle/squeal sound",",bsh,dj,ot,",n
1516,t37838,6:16,0,4,0,1,0,,FALSE,lions fd on carcass,,,n
1517,t37838,6:24,1,4,0,1,0,,FALSE,hyena steals leg bone from lions and lopes away gig,,",whi,",n
1518,t37838,6:25,1,4,0,1,0,,FALSE,"hyena steals leg bone from lions run away gig, lion claws hyena",unID collared adult,,n
1519,t37838,6:28,1,0,0,0,0,10,FALSE,hyena wan by carcass,3 lions are fd,",mln,",n
1520,t37838,6:38,1,0,0,0,0,5,FALSE,hyena st/lk by carcass,lions were fd at 0633,",bail,",n
1521,t37838,6:43,1,0,0,0,0,10,FALSE,hyena wan by carcass,1st,",art,",n
1522,t37838,6:43,1,0,0,0,0,10,FALSE,hyena st/lk by carcass,2nd,",bca,",
1523,t37838,6:48,0,4,0,1,0,,FALSE,lions fd and so by carcass,,,n
1524,t37838,7:00,0,4,0,1,0,,FALSE,lions wlk with carcass,1st,,n
1525,t37838,7:00,,0,0,0,1,,TRUE,most of the hyenas gig whoops brt app lion,2nd. Don’t know which hyenas,,n
1526,t37838,7:01,0,,0,1,,30,FALSE,male subadult scent marks urinates by carcass,,,n
1527,t37838,7:02,,4,0,1,0,1,TRUE,"big group of heynas rush lions, chase them away",1st. Don’t know which hyenas,,n
1528,t37838,7:02,2,,0,,0,,FALSE,hyenas steal fd,"2nd, leg bone and bone",",vgs,art,",n
1529,t37838,7:04,0,4,0,1,0,,FALSE,lions move carcass several meters away,hyenas snf and fd scraps where carcass used to be,,n
1530,t37838,7:08,0,4,0,1,0,,FALSE,lions so,,,n
1531,t37838,7:13,1,0,0,0,1,,FALSE,hyena bo lion,1st,",vgs,",n
1532,t37838,7:13,0,1,0,1,1,,FALSE,2 lions lv,2nd,,n
1533,t37838,7:18,1,0,0,0,0,,FALSE,hyena has a wound fresh quarter size on right hip,don’t know where from,",mali,",n
1534,t37838,7:22,0,1,0,0,0,,FALSE,lion scent marks,,,n
1535,t37838,7:23,,3,0,0,0,1,TRUE,hyenas rush lions on carcass,1st.,,n
1536,t37838,7:23,1,,0,0,0,,FALSE,hyena steals fd (vertebrae),2nd,",foz,",n
1537,t37838,7:23,1,,0,0,0,,FALSE,hyena steals fd?,3rd,",bca,",n
1538,t37838,7:23,1,3,0,0,0,,FALSE,hyenas steals fd and is clawed by lions (2x),4th,",art,",n
1539,t37838,7:25,7,0,0,0,0,,FALSE,hyenas fd on carcass,cant see how much carcass is left,",bacc,adon,mali,bail,zc,mln,nav,",n
1540,t37838,7:28,0,3,0,0,0,,FALSE,lions lv,0729 nothing is left of carcass everyone oos,,n
1541,t10705,6:46,,0,,0,,,FALSE,2 or 3 hyenas whoop (lasts 2 min),"lion first seen at 0649, but almost certainly here at this point too",,y
1542,t10705,6:49,,0,,0,,,FALSE,"all hyenas except 1 stand alert. Male lion first seen fd in bushes, hyenas stand around",,,y
1543,t10705,6:54,,0,,0,,,FALSE,"lion lv bushes & kill - SE, hyenas swarm into the bushes after the carcass",,,y
1544,t10748,18:16,,0,,,,,FALSE,most hyenas so around lion,"seems obs are referring to hyenas so in general area of both lions (or maybe just one since says around ""lion""…never mentioned when/if 1/both lns lv), at a fair distance (30-200m like when arr).think the fisi hv been so since arr, and didn't just so now",,y
1545,t10748,18:22,,0,,,,,FALSE,obs lv scene to ID hyenas over crest of hill,don't return to scene w/lions,,n
1546,t10764.2,8:28,2,1,,0,,5,FALSE,hyenas st/lk,"observer says ""FA st/lk - 5m lioness kill; BOS st/lk - 5m lioness kill"". Therefore, refers to kill as ""lioness kill,"" and likely thinks the lion made the kill",",fa,bos,",n
1547,t10764.5,7:45,1,0,,0,,0,FALSE,"one lion starts chewing on hyena carcass, drops it, pees",obs collect carc at 0758,",sha,",n
1548,t10764.5,8:14,0,0,,0,,,FALSE,lions go oos into DOC,"whereabouts of lions since 0745 (including when collect carcass at 0758) not mentioned until now, when go oos 200m upstream - K2 den (SHA carc @200m E - K2 den)",,n
1549,t10785,18:18,,4,0,0,0,10,TRUE,"hyenas chase 3 lions away from the gnu kill, and the 4th lioness goes up the gardenia tree and stays there while hyenas grab for the carcass pieces directly below the tree","time b/w 1817-1820. 12 hyenas have been noted as here by this point; seems likely all were involved, but says ""hyenas chase…"", so no number given. For sure here at time are: RCN,HG,JJ,CR,BB,BERN,BAIL,FA,GIL,OLY,BAL,BOS",,y
1550,t10785,18:27,0,1,0,0,0,,FALSE,tree-ed lioness jumps down from gardenia and runs to join other lionesses to SE,nothing more said about lions; hyenas feed and interact over food for the rest of the session,,n
1551,t10807,6:15,1,0,,0,,100,FALSE,hyena flw lions at 100m as lions drag carcass 20m - NE,ALEX MARK fd on leftover pieces of carcass at original carcass location in following line,",alex,",n
1552,t10807,6:34,,0,,0,,,FALSE,lions drag carcass oos,ALEX st/lk at lions (no distance given) as they drag the carcass oos. Last said about them,,n
1553,t10847,7:28,0,0,0,0,1,,FALSE,lion emerges (from lugga/bushes),,,n
1554,t10847,7:29,0,0,0,0,1,,FALSE,lion ret lugga,,,n
1555,t10847,7:31,12,0,0,0,1,10,TRUE,"lion leaves the kill, runs S, hyenas brt chase him",CR BB lead in chase. FN SY enter bushes (where kill is) while other hyenas chase lion away.,",cr,bb,kip,ot,amar,wr,lop,ua,jab,hg,jj,ger,",y
1556,t10847,7:34,,0,0,0,1,10,TRUE,resume chase,2nd; unids; KIP soon leads the chase,kip,y
1557,t10847,7:36,12,0,0,0,1,,FALSE,"lion lv to S oos, hyenas run back to kill site","later at 0752, during mass chaos of hyenas w/food, LOP and AMAR are noted as being ""now bloody"" (after eating)",",cr,bb,kip,ot,amar,wr,lop,ua,jab,hg,jj,ger,",y
1558,t10897,6:19,4,0,,0,,,FALSE,"lion charges hyenas, scatter. Lion then looks inside a den","I don't think it is a hyena den that the lion looks in; I'm sure the obs would have specified were that the case, and session not set at a known den. No more intx's",",bern,sun,alex,wr,",y
1607,t61001,6:55,0,1,0,0,0,,FALSE,lioness first seen so under tree,1st,,N
1608,t61001,6:55,0,0,1,4,0,,FALSE,lions oos in bushes,2nd,,N
1610,t61001,7:18,3,0,1,0,0,,FALSE,"hyenas alarm rumble lion, growl",hyenas snf spot by tree where lioness was (she is now in tree),",sphx,baez,foz,",N
1611,t61001,7:26,1,0,1,0,0,,FALSE,lion chases hyena out of bushes,1st,",baez,",N
1612,t61001,7:26,3,0,0,0,1,,TRUE,hyenas brt loping twd lion,2nd,",pan,art,baez,",N
1613,t61001,7:26,6,0,1,0,0,15,TRUE,hyenas brt lope twd lion,3rd,",ali,pan,foz,art,sbl,baez",N
1615,t61001,7:28,0,0,1,0,0,,FALSE,lion oos - bushes,,,N
1616,t61582,6:07,0,0,2,0,0,,FALSE,lions so in bushes,,,Y
1617,t61582,6:09,,0,1,0,0,,FALSE,"lion chase hyenas, bo",large number of hyenas,,Y
1618,t38490,7:01,,1,0,0,0,,FALSE,lioness fds on main kill,all hyeans brt,,n
1619,t38490,7:04,,1,0,0,0,,FALSE,lioness fds,1st,,n
1620,t38490,7:04,4,,0,0,0,10,FALSE,hyenas st/lk by kill,2nd,",ldv,ali,adon,csn,",n
1621,t38490,7:08,4,1,0,0,0,1,TRUE,hyenas whoop brt rush twd lioness,2nd. 15 hyenas are within 50m of lioness,",ath,art,ali,foz,",n
1622,t38490,7:11,8,,0,0,0,,FALSE,"hyenas brt soc snf Kier, squeals grins eb",,",mali,zc,ali,adon,csn,art,ath,kier,",n
1623,t38490,7:12,,1,0,0,0,1,TRUE,hyenas rush and chase lioness,1st,,y
1624,t38490,7:12,1,,0,0,0,,FALSE,"hyena gets main kill (head, skull)",2nd.,",art,",n
1625,t38490,7:12,1,1,0,0,0,,FALSE,"lion rushes chases hyena, runs carrying kill",3rd,",art,",n
1626,t38490,7:12,,1,0,0,0,1,TRUE,"hyenas gang up on lion, hunkers down","4th,",,y
1627,t38490,7:12,10,1,0,0,0,1,TRUE,hyenas rush lion,5th,",art,ath,adon,ali,mali,zc,kdy,whi,csn,ldv,",y
1628,t38490,7:15,,1,0,0,0,,FALSE,lioness scent marks sprays,1st,,n
1629,t38490,7:15,7,1,0,0,0,10,FALSE,hyenas brt wan by lioness,2nd,",yog,kier,ath,adon,mali,ali,csn,",n
1630,t38490,7:17,,1,0,0,0,,FALSE,lioness wlks twd hyenas,"1st.  ART fds, monopolizes",,n
1631,t38490,7:17,1,1,0,0,0,,FALSE,"hyena whoops, lioness roars",2nd,",mali,",n
1632,t38490,7:24,,1,0,0,0,,FALSE,lioness so grms,hyenas spread our 500m radius,,n
1633,t38490,7:38,,,1,0,0,,FALSE,male lion st/lk,,,n
1634,t38556,6:17,,1,0,0,0,10,TRUE,hyenas whoop coal chase lioness,1st don’t know who or how many lionesses,,y
1635,t38556,6:17,12,4,0,0,0,,FALSE,"hyenas steal one carcass from lionesses, who return to the second carc",2nd. Don’t know who. Hyenas fd. # and ID of hyenas are guesses!,"cnet,bail,puc,coo,mer,hml,chw,jut,cam,cnti,day,lma",y
1636,t38556,6:42,,1,0,0,0,,FALSE,"lioness lopes twd hyenas, scatter",don’t know who,,y
1637,t38652,7:10,,0,1,0,0,,FALSE,"lion chases hyenas, scatter",1st. don’t know who. Ajabu/baraka,,n
1638,t38652,7:10,4,0,0,0,1,,TRUE,hyenas brt app female lion,2nd. All other hyenas get brt,",mig,ldv,foz,art,",n
1639,t38652,7:12,3,0,1,0,0,1,TRUE,"hyenas lope twd lion , app these boys and they bo",ajabu/baraka,"foz,ldv,vgs",n
1640,t38652,7:13,1,0,1,0,0,,FALSE,"lion chase ldv, bo then brt",1st. Ajabu/baraka,",ldv,",n
1641,t38652,7:13,3,0,1,0,0,,TRUE,hyenas brt app lion,2nd. Ajabu/baraka,",art,ath,ldv,",n
1642,t38652,7:13,8,0,1,0,0,,TRUE,hyenas wlk twd lion alarm rumble whoop,3rd. Ajabu/baraka,",ath,art,ldv,kier,nav,foz,mig,zc,",n
1643,t38652,7:14,,0,0,0,0,,FALSE,"someone alarm rumbles, all hyenas scatter",1st. Don’t know who,,n
1644,t38652,7:14,,0,0,0,0,,FALSE,all hyenas brt run into bushes twd carcass,2nd. Don’t know who. Some hyenas get scraps. VGS steals leg,,n
1645,t38652,7:14,,0,1,0,0,,FALSE,"lion chases after hyenas, squealing",3rd. Arjabu/baraka,,n
1646,t38652,7:14,1,0,1,0,0,,FALSE,lion chases hyena,4th. Nav had scrap,",nav,",n
1647,t38652,7:14,0,0,2,1,2,,FALSE,lions lv scene carrying main carcass,5th.,,n
1648,t38652,7:58,,0,0,0,2,250,FALSE,female lions return to the scene,,,n
1649,t38652,8:00,1,0,0,0,1,,FALSE,"female lion runs twd hyena, runs away",1st,",mrph,",n
1650,t38652,8:00,,0,0,0,2,,FALSE,"female lion scent mark, other lioness chases hyenas",2nd. Don’t know who,,n
1651,t38652,8:00,1,0,0,0,1,,FALSE,"female lion chases hyena, runs away",3rd.,",mali,",n
1652,t38652,8:02,,0,0,0,1,,FALSE,"third female lion arr, chases hyenas all scatter",don’t know who,,n
1653,t38652,8:04,,0,0,0,1,,FALSE,Fourth female lion runs in and chases hyenas,don’t know who,,n
1654,t3586,7:37,4,0,,,,,FALSE,EN joins BSH + DJ and OT snf ground all 4 bristling,"4th. This is a social sniff; that term wasn't used yet at  the time. In the next recorded minute (0741) scan, the lion is 30m - these hyenas",",en,bsh,dj,ot,",n
1655,t3586,7:51,,0,,,1,300,FALSE,lion 300m N [of hyenas] walking along Sleeping Creek by 5 Tree Xing,Last mention of lion,,n
1657,t3716,6:43,2,0,0,3,0,30,FALSE,Three young male lions walk S. hyenas both turn and walk toward them - now 30m behind lions,"SX leads 5m in front of SY. SX and SY were walking - N before this. First mention of lions, so I assume they were first seen here",",sx,sy,",n
1658,t3716,6:45,1,0,0,1,0,3,FALSE,"hyena app last lion, who turns and looks at [him]",1st,",sy,",n
1659,t3716,6:45,1,0,0,1,0,,FALSE,"hyena st/lk, lion resumes [walking]",2nd,",sy,",n
1660,t3716,6:45,1,0,0,1,0,,FALSE,hyena again flw [lion] & lion again turns and step toward hyena who bo,"3rd. SX (only other hyena here) snf ground 30m - SY/lion. Not sure how near other 2 lions are to this lion who is interacting with SY. UA soon arrives and SY loses interest in lions, who are not mentioned again (seem to have left-walked)",",sy,",n
1662,t3739,18:50,2,0,0,1,0,200,FALSE,3 yr old male lion [first seen] walks past den @ 200m and hyenas flw lion,One account has the lion running. By 18:52 the hyenas are 50m - lion,",coch,sx,",n
1664,t3739,18:54,1,0,0,1,0,20,FALSE,"lion looks at hyena, sp bo circles lion to 50m",COCH starts at 20m - lion here,",coch,",n
1665,t3739,18:57,1,0,0,1,0,7,FALSE,hyena circles to [end up] st/lk 7m SW - lion,"One account has COCH at 10m. SX, still the only other hyena present, is st/lk at 50m - lion",",coch,",n
